,event,cycle,loc,transaction,src,src_index,dst,dst_index,req,cacheLine,reqAddr,data,size,tran_id,cpuID,mshrSize,ICacheState,NCacheState,hit-miss,type-op
1201,Send,230000,dc1,ReadNoSnp,dc1,3,memory0,4,-,0x58c0,0x58e8,-,64,215,215,-,-,-,-,-
1202,New,230000,dc1,SnpRespData,l2cache_1,2,dc1,3,l1cache_0,0x4c0,0x4e8,T,64,179,179,,,,,
1203,New,230000,dc1,AckInv,l2cache_1,2,dc1,3,l1cache_0,0x400,-,F,64,208,92,,,,,
1204,New,230000,l1cache_2,ReadUnique,memHierarchyTester,0,l1cache_2,1,l1cache_2,0x2ac0,0x2ae8,T,1,247,247,30,SC,SCUD,miss,Forward
1205,Send,230000,l1cache_1,ReadUnique,l1cache_1,1,l2cache_1,2,-,0x38c0,0x38ec,-,64,246,246,-,-,-,-,-
1206,New,230000,l1cache_1,CompData,l2cache_1,2,l1cache_1,1,l1cache_1,0x52c0,0x52ec,T,64,95,95,40,ISC,SC,-,Respond
1207,Send,231000,l1cache_2,ReadUnique,l1cache_2,1,l2cache_2,2,-,0x2ac0,0x2ae8,-,64,247,247,-,-,-,-,-
1208,Send,231000,l1cache_2,CompData,l1cache_2,1,memHierarchyTester,0,-,0x18c0,0x18ec,-,1,85,85,-,-,-,-,-
1209,New,231000,l1cache_1,ReadNotSD,memHierarchyTester,0,l1cache_1,1,l1cache_1,0x50c0,0x50e8,F,1,249,249,41,I,ISC,miss,Forward
1210,Send,232000,l2cache_2,CompData,l2cache_2,2,l1cache_2,1,-,0x3c0,0x3e8,-,64,166,166,-,-,-,-,-
1211,New,232000,l2cache_2,SnpRespData,l1cache_2,1,l2cache_2,2,l1cache_0,0x24c0,-,T,64,238,238,25,UC_InvX,UC,-,Retry
1212,New,232000,l2cache_2,CompData,dc1,3,l2cache_2,2,l1cache_2,0x37c0,0x37e8,T,64,68,68,24,IUD,UD,-,Respond
1213,New,232000,l2cache_2,ReadUnique,l1cache_2,1,l2cache_2,2,l1cache_2,0x2ac0,0x2ae8,F,64,247,247,,,,,
1214,Send,232000,l2cache_0,ReadUnique,l2cache_0,2,dc1,3,-,0x5bc0,0x5be8,-,64,241,241,-,-,-,-,-
1215,New,232000,l2cache_0,ReadNotSD,l1cache_0,1,l2cache_0,2,l1cache_0,0x19c0,0x19e8,F,64,242,242,33,I,ISC,miss,Forward
1216,New,232000,l2cache_0,CompData,dc2,3,l2cache_0,2,l1cache_0,0x53c0,0x53e8,T,64,75,75,,,,,
1217,Retry,232000,dc1,ReadUnique,l2cache_0,2,dc1,3,l1cache_0,0x4c0,0x4e8,F,64,157,157,,,,,
1218,New,232000,dc1,CompData,memory0,4,dc1,3,l1cache_1,0x2bc0,0x2bec,T,64,71,71,,,,,
1219,New,232000,l2cache_1,ReadUnique,l1cache_1,1,l2cache_1,2,l1cache_1,0x38c0,0x38ec,F,64,246,246,33,I,IUD,miss,Forward
1220,Send,232000,l1cache_1,ReadNotSD,l1cache_1,1,l2cache_1,2,-,0x50c0,0x50e8,-,64,249,249,-,-,-,-,-
1221,New,232000,l1cache_2,ReadUnique,memHierarchyTester,0,l1cache_2,1,l1cache_2,0x43c0,0x43ec,T,1,250,250,31,I,IUD,miss,Forward
1222,Send,233000,l1cache_2,ReadUnique,l1cache_2,1,l2cache_2,2,-,0x43c0,0x43ec,-,64,250,250,-,-,-,-,-
1223,New,233000,l1cache_2,CompData,l2cache_2,2,l1cache_2,1,l1cache_2,0x3c0,0x3e8,T,64,166,166,30,ISC,SC,-,Respond
1224,Send,234000,l2cache_2,ReadUnique,l2cache_2,2,dc1,3,-,0xdc0,0xde8,-,64,245,245,-,-,-,-,-
1225,Retry,234000,l2cache_2,SnpNotSDFwd,dc0,3,l2cache_2,2,l1cache_0,0x24c0,0x24e8,F,64,221,221,23,UC,SC,-,Respond
1226,New,234000,l2cache_2,ReadUnique,l1cache_2,1,l2cache_2,2,l1cache_2,0x2ac0,0x2ae8,F,64,247,247,,,,,
1227,New,234000,l2cache_2,SnpNotSDFwd,dc1,3,l2cache_2,2,l1cache_0,0x37c0,0x37ec,F,64,235,235,24,UD,UD_InvX,Dgr owner,Stall
1228,New,234000,l2cache_2,ReadUnique,l1cache_2,1,l2cache_2,2,l1cache_2,0x43c0,0x43ec,F,64,250,250,,,,,
1229,Send,234000,l2cache_0,SnpUnique,l2cache_0,2,l1cache_0,1,-,0x5dc0,-,-,64,248,248,-,-,-,-,-
1230,New,234000,l2cache_0,CompData,dc2,3,l2cache_0,2,l1cache_0,0x53c0,0x53e8,T,64,75,75,32,IUD,UD,-,Respond
1231,New,234000,l2cache_1,ReadNotSD,l1cache_1,1,l2cache_1,2,l1cache_1,0x50c0,0x50e8,F,64,249,249,34,I,ISC,miss,Forward
1232,Send,234000,l1cache_1,CompData,l1cache_1,1,memHierarchyTester,0,-,0x52c0,0x52ec,-,1,95,95,-,-,-,-,-
1233,New,235000,l1cache_0,SnpUnique,l2cache_0,2,l1cache_0,1,l1cache_2,0x5dc0,-,F,64,248,248,,UD,I,-,Respond
1234,New,235000,l1cache_1,ReadNotSD,memHierarchyTester,0,l1cache_1,1,l1cache_1,0x1fc0,0x1fe9,F,1,252,252,,UD,UD,hit,Respond
1235,New,236000,l2cache_2,ReadUnique,l1cache_2,1,l2cache_2,2,l1cache_2,0x2ac0,0x2ae8,F,64,247,247,25,SC,SCUD,miss,Forward
1236,New,236000,l2cache_2,ReadUnique,l1cache_2,1,l2cache_2,2,l1cache_2,0x43c0,0x43ec,F,64,250,250,26,I,IUD,miss,Forward
1237,Send,236000,l2cache_0,ReadNotSD,l2cache_0,2,dc1,3,-,0x19c0,0x19e8,-,64,242,242,-,-,-,-,-
1238,Send,236000,l2cache_1,ReadUnique,l2cache_1,2,dc2,3,-,0x38c0,0x38ec,-,64,246,246,-,-,-,-,-
1239,New,236000,dc0,CompData,memory0,4,dc0,3,l1cache_2,0x1bc0,0x1bec,T,64,64,64,,,,,
1240,New,236000,l1cache_2,ReadNotSD,memHierarchyTester,0,l1cache_2,1,l1cache_2,0x440,0x448,F,1,253,253,31,IUD,IUD,MSHR conflict,Stall
1241,Send,237000,l1cache_2,CompData,l1cache_2,1,memHierarchyTester,0,-,0x3c0,0x3e8,-,1,166,166,-,-,-,-,-
1242,New,237000,l1cache_0,ReadUnique,memHierarchyTester,0,l1cache_0,1,l1cache_0,0x2ec0,0x2eec,T,1,254,254,,UC,UD,hit,Respond
1243,Send,238000,l2cache_2,SnpResp,l2cache_2,2,dc0,3,-,0x24c0,0x24e8,-,64,221,221,-,-,-,-,-
1244,Send,238000,l2cache_2,CompData,l2cache_2,2,l1cache_2,1,-,0x37c0,0x37e8,-,64,68,68,-,-,-,-,-
1245,Send,238000,l2cache_2,SnpNotSDFwd,l2cache_2,2,l1cache_2,1,-,0x37c0,-,-,64,251,251,-,-,-,-,-
1246,New,238000,l2cache_0,CompData,dc0,3,l2cache_0,2,l1cache_0,0x63c0,0x63ec,T,64,60,60,31,IUD,UD,-,Respond
1247,Send,238000,l2cache_1,ReadNotSD,l2cache_1,2,dc2,3,-,0x50c0,0x50e8,-,64,249,249,-,-,-,-,-
1248,Retry,238000,dc0,ReadUnique,l2cache_1,2,dc0,3,l1cache_1,0x1bc0,0x1be8,F,64,145,145,,,,,
1249,New,238000,dc1,ReadNotSD,l2cache_1,2,dc1,3,l1cache_1,0x4c0,0x4ec,F,64,236,236,,,,,
1250,Send,238000,l1cache_0,CompData,l1cache_0,1,memHierarchyTester,0,-,0x2ec0,0x2eec,-,1,254,254,-,-,-,-,-
1251,New,238000,l1cache_2,ReadNotSD,memHierarchyTester,0,l1cache_2,1,l1cache_2,0x10c0,0x10e8,F,1,255,255,32,I,ISC,miss,Forward
1252,New,239000,l1cache_0,ReadNotSD,memHierarchyTester,0,l1cache_0,1,l1cache_0,0x13c0,0x13e8,F,1,258,258,40,I,ISC,miss,Forward
1253,Send,239000,l1cache_1,CompData,l1cache_1,1,memHierarchyTester,0,-,0x1fc0,0x1fe9,-,1,252,252,-,-,-,-,-
1254,Send,239000,l1cache_2,ReadNotSD,l1cache_2,1,l2cache_2,2,-,0x10c0,0x10e8,-,64,255,255,-,-,-,-,-
1255,New,239000,l1cache_2,CompData,l2cache_2,2,l1cache_2,1,l1cache_2,0x37c0,0x37e8,T,64,68,68,31,IUD,UD,-,Respond
1256,New,239000,l1cache_2,SnpNotSDFwd,l2cache_2,2,l1cache_2,1,l1cache_0,0x37c0,-,F,64,251,251,,,,,
1257,Send,240000,l2cache_2,ReadUnique,l2cache_2,2,dc0,3,-,0x2ac0,0x2ae8,-,64,247,247,-,-,-,-,-
1258,Send,240000,l2cache_2,ReadUnique,l2cache_2,2,dc1,3,-,0x43c0,0x43ec,-,64,250,250,-,-,-,-,-
1259,New,240000,l2cache_2,ReadNotSD,l1cache_2,1,l2cache_2,2,l1cache_2,0x10c0,0x10e8,F,64,255,255,27,I,ISC,miss,Forward
1260,Send,240000,l2cache_0,CompData,l2cache_0,2,l1cache_0,1,-,0x53c0,0x53e8,-,64,75,75,-,-,-,-,-
1261,New,240000,l2cache_0,SnpUnique,dc0,3,l2cache_0,2,l1cache_1,0x63c0,0x63e8,F,64,239,239,32,UD,UD_Inv,Inv owner,Stall
1262,New,240000,dc0,ReadUnique,l2cache_0,2,dc0,3,l1cache_0,0x4ec0,0x4ee9,F,64,243,243,,,,,
1263,New,240000,dc1,SnpResp,l2cache_2,2,dc1,3,l1cache_1,0x4cc0,0x4ce8,F,64,205,205,,,,,
1264,New,240000,dc2,CompData,memory0,4,dc2,3,l1cache_2,0x2cc0,0x2ce8,T,64,82,82,,,,,
1265,Send,240000,l1cache_0,SnpRespData,l1cache_0,1,l2cache_0,2,-,0x5dc0,-,-,64,248,248,-,-,-,-,-
1266,Send,240000,l1cache_0,ReadNotSD,l1cache_0,1,l2cache_0,2,-,0x13c0,0x13e8,-,64,258,258,-,-,-,-,-
1267,New,240000,l1cache_2,SnpNotSDFwd,l2cache_2,2,l1cache_2,1,l1cache_0,0x37c0,-,F,64,251,251,,UD,SC,-,Respond
1268,New,241000,l1cache_0,ReadNotSD,memHierarchyTester,0,l1cache_0,1,l1cache_0,0x55c0,0x55ec,F,1,261,261,41,ISC,ISC,MSHR conflict,Stall
1269,New,241000,l1cache_0,CompData,l2cache_0,2,l1cache_0,1,l1cache_0,0x53c0,0x53e8,T,64,75,75,,,,,
1270,New,242000,l2cache_0,SnpRespData,l1cache_0,1,l2cache_0,2,l1cache_2,0x5dc0,-,T,64,248,248,32,UD_Inv,UD,-,Retry
1271,New,242000,l2cache_0,ReadNotSD,l1cache_0,1,l2cache_0,2,l1cache_0,0x13c0,0x13e8,F,64,258,258,,,,,
1272,New,242000,l2cache_0,CompData,dc1,3,l2cache_0,2,l1cache_0,0x46c0,0x46e8,T,64,155,155,31,ISC,SC,-,Respond
1273,New,242000,dc0,CompData,memory0,4,dc0,3,l1cache_1,0x45c0,0x45e8,T,64,67,67,,,,,
1274,Retry,242000,dc1,ReadNotSD,l2cache_1,2,dc1,3,l1cache_1,0x4cc0,0x4ce8,F,64,162,162,,,,,
1275,New,242000,l2cache_1,CompData,dc0,3,l2cache_1,2,l1cache_1,0x4ec0,0x4eec,T,64,65,65,33,ISC,SC,-,Respond
1276,New,242000,l1cache_2,ReadNotSD,memHierarchyTester,0,l1cache_2,1,l1cache_2,0x3c0,0x3e8,F,1,262,262,,SC,SC,hit,Respond
1277,New,242000,l1cache_0,CompData,l2cache_0,2,l1cache_0,1,l1cache_0,0x53c0,0x53e8,T,64,75,75,40,IUD,UD,-,Respond
1278,Send,243000,l1cache_2,CompData,l1cache_2,1,memHierarchyTester,0,-,0x37c0,0x37e8,-,1,68,68,-,-,-,-,-
1279,Send,244000,l2cache_2,ReadNotSD,l2cache_2,2,dc1,3,-,0x10c0,0x10e8,-,64,255,255,-,-,-,-,-
1280,Send,244000,l2cache_0,CompData,l2cache_0,2,l1cache_0,1,-,0x63c0,0x63ec,-,64,60,60,-,-,-,-,-
1281,Send,244000,l2cache_0,SnpUnique,l2cache_0,2,l1cache_0,1,-,0x63c0,-,-,64,259,259,-,-,-,-,-
1282,Retry,244000,l2cache_0,SnpUnique,dc0,3,l2cache_0,2,l1cache_2,0x5dc0,0x5dec,F,64,223,223,30,UD,I,-,Respond
1283,New,244000,l2cache_0,ReadNotSD,l1cache_0,1,l2cache_0,2,l1cache_0,0x13c0,0x13e8,F,64,258,258,,,,,
1284,New,244000,dc1,ReadUnique,l2cache_0,2,dc1,3,l1cache_0,0x5bc0,0x5be8,F,64,241,241,,,,,
1285,New,244000,dc2,ReadUnique,l2cache_1,2,dc2,3,l1cache_1,0x38c0,0x38ec,F,64,246,246,,,,,
1286,Send,245000,l1cache_2,SnpRespData,l1cache_2,1,l2cache_2,2,-,0x37c0,-,-,64,251,251,-,-,-,-,-
1287,New,245000,l1cache_0,CompData,l2cache_0,2,l1cache_0,1,l1cache_0,0x63c0,0x63ec,T,64,60,60,39,IUD,UD,-,Respond
1288,New,245000,l1cache_0,SnpUnique,l2cache_0,2,l1cache_0,1,l1cache_1,0x63c0,-,F,64,259,259,,,,,
1289,New,246000,l2cache_2,SnpRespData,l1cache_2,1,l2cache_2,2,l1cache_0,0x37c0,-,T,64,251,251,27,UD_InvX,UD,-,Retry
1290,Send,246000,l2cache_0,SnpRespData,l2cache_0,2,dc2,3,-,0x59c0,0x59ec,-,64,217,217,-,-,-,-,-
1291,New,246000,l2cache_0,ReadNotSD,l1cache_0,1,l2cache_0,2,l1cache_0,0x13c0,0x13e8,F,64,258,258,31,I,ISC,miss,Forward
1292,New,246000,dc1,AckInv,l2cache_2,2,dc1,3,l1cache_0,0x400,-,F,64,209,63,,,,,
1293,New,246000,dc2,ReadNotSD,l2cache_1,2,dc2,3,l1cache_1,0x50c0,0x50e8,F,64,249,249,,,,,
1294,New,246000,dc0,SnpResp,l2cache_2,2,dc0,3,l1cache_0,0x24c0,0x24e8,F,64,221,221,,,,,
1295,Send,246000,l1cache_2,CompData,l1cache_2,1,memHierarchyTester,0,-,0x3c0,0x3e8,-,1,262,262,-,-,-,-,-
1296,Send,246000,l1cache_0,CompData,l1cache_0,1,memHierarchyTester,0,-,0x53c0,0x53e8,-,1,75,75,-,-,-,-,-
1297,New,246000,l1cache_0,SnpUnique,l2cache_0,2,l1cache_0,1,l1cache_1,0x63c0,-,F,64,259,259,,UD,I,-,Respond
1298,New,247000,l1cache_1,ReadUnique,memHierarchyTester,0,l1cache_1,1,l1cache_1,0x14c0,0x14ed,T,1,264,264,,UD,UD,hit,Respond
1299,Retry,248000,l2cache_2,SnpNotSDFwd,dc1,3,l2cache_2,2,l1cache_0,0x37c0,0x37ec,F,64,235,235,26,UD,SC,-,Respond
1300,New,248000,l2cache_2,CompData,dc0,3,l2cache_2,2,l1cache_2,0x1bc0,0x1bec,T,64,64,64,,,,,
1301,Send,248000,l2cache_0,CompData,l2cache_0,2,l1cache_0,1,-,0x46c0,0x46e8,-,64,155,155,-,-,-,-,-
1302,New,248000,l2cache_0,CompData,dc1,3,l2cache_0,2,l1cache_0,0x4c0,0x4e8,T,64,157,157,30,IUD,UD,-,Respond
1303,Retry,248000,dc1,ReadUnique,l2cache_0,2,dc1,3,l1cache_0,0x400,0x41c,F,64,146,146,,,,,
1304,Retry,248000,dc1,ReadUnique,l2cache_1,2,dc1,3,l1cache_1,0x400,0x419,F,64,167,167,,,,,
1305,New,248000,dc1,ReadNotSD,l2cache_2,2,dc1,3,l1cache_2,0x1cc0,0x1ce8,F,64,237,237,,,,,
1306,New,248000,dc1,ReadUnique,l2cache_2,2,dc1,3,l1cache_2,0xdc0,0xde8,F,64,245,245,,,,,
1307,Send,248000,l2cache_1,CompData,l2cache_1,2,l1cache_1,1,-,0x4ec0,0x4eec,-,64,65,65,-,-,-,-,-
1308,Retry,248000,dc0,ReadNotSD,l2cache_0,2,dc0,3,l1cache_0,0x24c0,0x24e8,F,64,182,182,,,,,
1309,New,248000,dc0,ReadUnique,l2cache_2,2,dc0,3,l1cache_2,0x2ac0,0x2ae8,F,64,247,247,,,,,
1310,Send,248000,l1cache_1,CompData,l1cache_1,1,memHierarchyTester,0,-,0x14c0,0x14ed,-,1,264,264,-,-,-,-,-
1311,Send,249000,l1cache_0,CompData,l1cache_0,1,memHierarchyTester,0,-,0x63c0,0x63ec,-,1,60,60,-,-,-,-,-
1312,New,249000,l1cache_0,CompData,l2cache_0,2,l1cache_0,1,l1cache_0,0x46c0,0x46e8,T,64,155,155,38,ISC,SC,-,Respond
1313,New,249000,l1cache_1,CompData,l2cache_1,2,l1cache_1,1,l1cache_1,0x4ec0,0x4eec,T,64,65,65,40,ISC,SC,-,Respond
1314,Send,250000,l2cache_2,SnpRespData,l2cache_2,2,dc0,3,-,0x42c0,0x42ec,-,64,219,219,-,-,-,-,-
1315,New,250000,l2cache_2,CompData,dc0,3,l2cache_2,2,l1cache_2,0x1bc0,0x1bec,T,64,64,64,25,IUD,UD,-,Respond
1316,New,250000,l2cache_2,SnpUnique,dc0,3,l2cache_2,2,l1cache_1,0x1bc0,0x1be8,F,64,256,256,,,,,
1317,Send,250000,l2cache_0,ReadNotSD,l2cache_0,2,dc1,3,-,0x13c0,0x13e8,-,64,258,258,-,-,-,-,-
1318,New,250000,l2cache_0,SnpNotSDFwd,dc1,3,l2cache_0,2,l1cache_1,0x4c0,0x4ec,F,64,257,257,31,UD,UD_InvX,Dgr owner,Stall
1319,Retry,250000,dc1,ReadUnique,l2cache_1,2,dc1,3,l1cache_1,0x400,0x419,F,64,167,167,,,,,
1320,New,250000,dc1,CompData,memory0,4,dc1,3,l1cache_2,0x25c0,0x25e8,T,64,80,80,,,,,
1321,New,250000,l1cache_2,ReadNotSD,memHierarchyTester,0,l1cache_2,1,l1cache_2,0x17c0,0x17e8,F,1,266,266,32,I,ISC,miss,Forward
1322,Send,251000,l1cache_0,SnpRespData,l1cache_0,1,l2cache_0,2,-,0x63c0,-,-,64,259,259,-,-,-,-,-
1323,Send,251000,l1cache_2,ReadNotSD,l1cache_2,1,l2cache_2,2,-,0x17c0,0x17e8,-,64,266,266,-,-,-,-,-
1324,Send,252000,l2cache_2,SnpResp,l2cache_2,2,dc1,3,-,0x37c0,0x37ec,-,64,235,235,-,-,-,-,-
1325,New,252000,l2cache_2,SnpUnique,dc0,3,l2cache_2,2,l1cache_1,0x1bc0,0x1be8,F,64,256,256,26,UD,UD_Inv,Inv owner,Stall
1326,New,252000,l2cache_2,CompData,dc2,3,l2cache_2,2,l1cache_2,0x2cc0,0x2ce8,T,64,82,82,25,IUD,UD,-,Respond
1327,New,252000,l2cache_2,ReadNotSD,l1cache_2,1,l2cache_2,2,l1cache_2,0x17c0,0x17e8,F,64,266,266,,,,,
1328,New,252000,l2cache_0,SnpRespData,l1cache_0,1,l2cache_0,2,l1cache_1,0x63c0,-,T,64,259,259,31,UD_Inv,UD,-,Retry
1329,New,252000,dc1,ReadNotSD,l2cache_0,2,dc1,3,l1cache_0,0x19c0,0x19e8,F,64,242,242,,,,,
1330,New,252000,l2cache_1,Inv,dc0,3,l2cache_1,2,l1cache_0,0x4ec0,-,F,64,260,124,34,SC,SC_Inv,Inv sharer,Stall
1331,Send,253000,l1cache_0,CompData,l1cache_0,1,memHierarchyTester,0,-,0x46c0,0x46e8,-,1,155,155,-,-,-,-,-
1332,Send,253000,l1cache_1,CompData,l1cache_1,1,memHierarchyTester,0,-,0x4ec0,0x4eec,-,1,65,65,-,-,-,-,-
1333,New,254000,l2cache_2,ReadNotSD,l1cache_2,1,l2cache_2,2,l1cache_2,0x17c0,0x17e8,F,64,266,266,26,I,ISC,miss,Forward
1334,Send,254000,l2cache_0,CompData,l2cache_0,2,l1cache_0,1,-,0x4c0,0x4e8,-,64,157,157,-,-,-,-,-
1335,Send,254000,l2cache_0,SnpNotSDFwd,l2cache_0,2,l1cache_0,1,-,0x4c0,-,-,64,267,267,-,-,-,-,-
1336,Retry,254000,l2cache_0,SnpUnique,dc0,3,l2cache_0,2,l1cache_1,0x63c0,0x63e8,F,64,239,239,30,UD,I,-,Respond
1337,New,254000,dc1,CompData,memory0,4,dc1,3,l1cache_0,0x3ac0,0x3ae8,T,64,76,76,,,,,
1338,New,254000,l2cache_1,CompData,dc1,3,l2cache_1,2,l1cache_1,0x2bc0,0x2bec,T,64,71,71,33,ISC,UC,-,Respond
1339,New,254000,dc2,SnpRespData,l2cache_0,2,dc2,3,l1cache_1,0x59c0,0x59ec,T,64,217,217,,,,,
1340,New,254000,l1cache_0,ReadNotSD,memHierarchyTester,0,l1cache_0,1,l1cache_0,0x6c0,0x6e9,F,1,271,271,,SC,SC,hit,Respond
1341,New,255000,l1cache_0,CompData,l2cache_0,2,l1cache_0,1,l1cache_0,0x4c0,0x4e8,T,64,157,157,37,IUD,UD,-,Respond
1342,New,255000,l1cache_0,SnpNotSDFwd,l2cache_0,2,l1cache_0,1,l1cache_1,0x4c0,-,F,64,267,267,,,,,
1343,New,255000,l1cache_2,ReadNotSD,memHierarchyTester,0,l1cache_2,1,l1cache_2,0x400,0x430,F,1,273,273,33,IUD,IUD,MSHR conflict,Stall
1344,Send,256000,l2cache_2,CompData,l2cache_2,2,l1cache_2,1,-,0x1bc0,0x1bec,-,64,64,64,-,-,-,-,-
1345,Send,256000,l2cache_2,SnpUnique,l2cache_2,2,l1cache_2,1,-,0x1bc0,-,-,64,269,269,-,-,-,-,-
1346,New,256000,l2cache_2,SnpUnique,dc2,3,l2cache_2,2,l1cache_1,0x38c0,0x38ec,F,64,263,263,27,UC,UC_Inv,Inv owner,Stall
1347,Send,256000,l2cache_1,Inv,l2cache_1,2,l1cache_1,1,-,0x4ec0,-,-,64,270,71,-,-,-,-,-
1348,Retry,256000,dc2,ReadUnique,l2cache_1,2,dc2,3,l1cache_1,0x59c0,0x59ec,F,64,180,180,,,,,
1349,New,256000,l1cache_0,SnpNotSDFwd,l2cache_0,2,l1cache_0,1,l1cache_1,0x4c0,-,F,64,267,267,,UD,SC,-,Respond
1350,New,256000,l1cache_2,ReadUnique,memHierarchyTester,0,l1cache_2,1,l1cache_2,0x440,0x444,T,1,274,274,34,IUD,IUD,MSHR conflict,Stall
1351,New,257000,l1cache_1,Inv,l2cache_1,2,l1cache_1,1,l1cache_0,0x4ec0,-,F,64,270,71,,SC,I,-,Respond
1352,New,257000,l1cache_2,ReadUnique,memHierarchyTester,0,l1cache_2,1,l1cache_2,0x20c0,0x20ec,T,1,276,276,35,I,IUD,miss,Forward
1353,New,257000,l1cache_2,CompData,l2cache_2,2,l1cache_2,1,l1cache_2,0x1bc0,0x1bec,T,64,64,64,34,IUD,UD,-,Respond
1354,Send,258000,l2cache_2,ReadNotSD,l2cache_2,2,dc2,3,-,0x17c0,0x17e8,-,64,266,266,-,-,-,-,-
1355,Send,258000,l2cache_2,CompData,l2cache_2,2,l1cache_2,1,-,0x2cc0,0x2ce8,-,64,82,82,-,-,-,-,-
1356,New,258000,l2cache_1,CompData,dc0,3,l2cache_1,2,l1cache_1,0x45c0,0x45e8,T,64,67,67,32,IUD,UD,-,Respond
1357,New,258000,dc2,CompData,memory0,4,dc2,3,l1cache_1,0x4dc0,0x4dec,T,64,89,89,,,,,
1358,New,258000,dc1,ReadNotSD,l2cache_0,2,dc1,3,l1cache_0,0x13c0,0x13e8,F,64,258,258,,,,,
1359,Send,258000,l1cache_0,CompData,l1cache_0,1,memHierarchyTester,0,-,0x6c0,0x6e9,-,1,271,271,-,-,-,-,-
1360,Send,258000,l1cache_1,AckInv,l1cache_1,1,l2cache_1,2,-,0x4ec0,-,-,64,270,71,-,-,-,-,-
1361,Send,258000,l1cache_2,ReadUnique,l1cache_2,1,l2cache_2,2,-,0x20c0,0x20ec,-,64,276,276,-,-,-,-,-
1362,New,258000,l1cache_2,SnpUnique,l2cache_2,2,l1cache_2,1,l1cache_1,0x1bc0,-,F,64,269,269,,UD,I,-,Respond
1363,Send,259000,l1cache_0,CompData,l1cache_0,1,memHierarchyTester,0,-,0x4c0,0x4e8,-,1,157,157,-,-,-,-,-
1364,New,259000,l1cache_2,CompData,l2cache_2,2,l1cache_2,1,l1cache_2,0x2cc0,0x2ce8,T,64,82,82,33,IUD,UD,-,Respond
1365,New,259000,l1cache_1,ReadUnique,memHierarchyTester,0,l1cache_1,1,l1cache_1,0x5cc0,0x5ce8,T,1,277,277,41,I,IUD,miss,Forward
1366,Send,260000,l2cache_2,SnpUnique,l2cache_2,2,l1cache_2,1,-,0x38c0,-,-,64,275,275,-,-,-,-,-
1367,New,260000,l2cache_2,ReadUnique,l1cache_2,1,l2cache_2,2,l1cache_2,0x20c0,0x20ec,F,64,276,276,28,I,IUD,miss,Forward
1368,New,260000,l2cache_0,CompData,dc1,3,l2cache_0,2,l1cache_0,0x400,0x41c,F,64,146,146,29,SCUD,UD,-,Respond
1369,Send,260000,l2cache_1,CompData,l2cache_1,2,l1cache_1,1,-,0x2bc0,0x2bec,-,64,71,71,-,-,-,-,-
1370,New,260000,l2cache_1,AckInv,l1cache_1,1,l2cache_1,2,l1cache_0,0x4ec0,-,F,64,270,71,32,SC_Inv,SC,-,Retry
1371,New,260000,dc0,SnpRespData,l2cache_2,2,dc0,3,l1cache_0,0x42c0,0x42ec,T,64,219,219,,,,,
1372,Retry,260000,l1cache_2,ReadNotSD,memHierarchyTester,0,l1cache_2,1,l1cache_2,0x2cc0,0x2cec,F,1,106,106,32,UD,UD,hit,Respond
1373,Send,260000,l1cache_1,ReadUnique,l1cache_1,1,l2cache_1,2,-,0x5cc0,0x5ce8,-,64,277,277,-,-,-,-,-
1374,Send,261000,l1cache_0,SnpRespData,l1cache_0,1,l2cache_0,2,-,0x4c0,-,-,64,267,267,-,-,-,-,-
1375,Send,261000,l1cache_2,CompData,l1cache_2,1,memHierarchyTester,0,-,0x1bc0,0x1bec,-,1,64,64,-,-,-,-,-
1376,New,261000,l1cache_2,SnpUnique,l2cache_2,2,l1cache_2,1,l1cache_1,0x38c0,-,F,64,275,275,,UD,I,-,Respond
1377,New,261000,l1cache_1,ReadNotSD,memHierarchyTester,0,l1cache_1,1,l1cache_1,0x29c0,0x29e8,F,1,279,279,42,I,ISC,miss,Forward
1378,New,261000,l1cache_1,CompData,l2cache_1,2,l1cache_1,1,l1cache_1,0x2bc0,0x2bec,T,64,71,71,,,,,
1379,New,262000,l2cache_0,CompData,dc0,3,l2cache_0,2,l1cache_0,0x24c0,0x24e8,T,64,182,182,28,ISC,SC,-,Respond
1380,New,262000,l2cache_0,SnpRespData,l1cache_0,1,l2cache_0,2,l1cache_1,0x4c0,-,T,64,267,267,,,,,
1381,Retry,262000,l2cache_1,Inv,dc0,3,l2cache_1,2,l1cache_0,0x4ec0,-,F,64,260,124,31,SC,I,-,Respond
1382,New,262000,l2cache_1,ReadUnique,l1cache_1,1,l2cache_1,2,l1cache_1,0x5cc0,0x5ce8,F,64,277,277,,,,,
1383,New,262000,l2cache_1,Inv,dc0,3,l2cache_1,2,l1cache_2,0x2ac0,-,F,64,265,67,,,,,
1384,Retry,262000,dc0,ReadUnique,l2cache_0,2,dc0,3,l1cache_0,0x42c0,0x42ec,F,64,69,69,,,,,
1385,New,262000,dc1,ReadUnique,l2cache_2,2,dc1,3,l1cache_2,0x43c0,0x43ec,F,64,250,250,,,,,
1386,Send,262000,l1cache_1,ReadNotSD,l1cache_1,1,l2cache_1,2,-,0x29c0,0x29e8,-,64,279,279,-,-,-,-,-
1387,New,262000,l1cache_1,CompData,l2cache_1,2,l1cache_1,1,l1cache_1,0x2bc0,0x2bec,T,64,71,71,41,ISC,UC,-,Respond
