,event,cycle,loc,transaction,src,src_index,dst,dst_index,req,cacheLine,reqAddr,data,size,tran_id,cpuID,mshrSize,ICacheState,NCacheState,hit-miss,type-op
0,New,2000,l1cache_2,ReadUnique,memHierarchyTester,0,l1cache_2,1,l1cache_2,0x3ec0,0x3eec,T,1,32,32,1,I,IUD,miss,Forward
1,Send,3000,l1cache_2,ReadUnique,l1cache_2,1,l2cache_2,2,-,0x3ec0,0x3eec,-,64,32,32,-,-,-,-,-
2,New,3000,l1cache_0,ReadUnique,memHierarchyTester,0,l1cache_0,1,l1cache_0,0x6c0,0x6e8,T,1,33,33,1,I,IUD,miss,Forward
3,New,4000,l2cache_2,ReadUnique,l1cache_2,1,l2cache_2,2,l1cache_2,0x3ec0,0x3eec,F,64,32,32,1,I,IUD,miss,Forward
4,Send,4000,l1cache_0,ReadUnique,l1cache_0,1,l2cache_0,2,-,0x6c0,0x6e8,-,64,33,33,-,-,-,-,-
5,New,4000,l1cache_0,ReadNotSD,memHierarchyTester,0,l1cache_0,1,l1cache_0,0x41c0,0x41e8,F,1,34,34,2,I,ISC,miss,Forward
6,Send,5000,l1cache_0,ReadNotSD,l1cache_0,1,l2cache_0,2,-,0x41c0,0x41e8,-,64,34,34,-,-,-,-,-
7,New,5000,l1cache_1,ReadNotSD,memHierarchyTester,0,l1cache_1,1,l1cache_1,0x14c0,0x14e8,F,1,35,35,1,I,ISC,miss,Forward
8,New,6000,l2cache_0,ReadUnique,l1cache_0,1,l2cache_0,2,l1cache_0,0x6c0,0x6e8,F,64,33,33,1,I,IUD,miss,Forward
9,New,6000,l2cache_0,ReadNotSD,l1cache_0,1,l2cache_0,2,l1cache_0,0x41c0,0x41e8,F,64,34,34,2,I,ISC,miss,Forward
10,Send,6000,l1cache_1,ReadNotSD,l1cache_1,1,l2cache_1,2,-,0x14c0,0x14e8,-,64,35,35,-,-,-,-,-
11,New,6000,l1cache_1,ReadNotSD,memHierarchyTester,0,l1cache_1,1,l1cache_1,0x4cc0,0x4ce8,F,1,36,36,2,I,ISC,miss,Forward
12,Send,7000,l1cache_1,ReadNotSD,l1cache_1,1,l2cache_1,2,-,0x4cc0,0x4ce8,-,64,36,36,-,-,-,-,-
13,New,7000,l1cache_2,ReadNotSD,memHierarchyTester,0,l1cache_2,1,l1cache_2,0x24c0,0x24ec,F,1,37,37,2,I,ISC,miss,Forward
14,Send,8000,l2cache_2,ReadUnique,l2cache_2,2,dc2,3,-,0x3ec0,0x3eec,-,64,32,32,-,-,-,-,-
15,New,8000,l2cache_1,ReadNotSD,l1cache_1,1,l2cache_1,2,l1cache_1,0x14c0,0x14e8,F,64,35,35,1,I,ISC,miss,Forward
16,New,8000,l2cache_1,ReadNotSD,l1cache_1,1,l2cache_1,2,l1cache_1,0x4cc0,0x4ce8,F,64,36,36,,,,,
17,Send,8000,l1cache_2,ReadNotSD,l1cache_2,1,l2cache_2,2,-,0x24c0,0x24ec,-,64,37,37,-,-,-,-,-
18,New,8000,l1cache_1,ReadUnique,memHierarchyTester,0,l1cache_1,1,l1cache_1,0x400,0x418,T,1,38,38,3,I,IUD,miss,Forward
19,Send,9000,l1cache_1,ReadUnique,l1cache_1,1,l2cache_1,2,-,0x400,0x418,-,64,38,38,-,-,-,-,-
20,New,9000,l1cache_1,ReadUnique,memHierarchyTester,0,l1cache_1,1,l1cache_1,0x12c0,0x12e8,T,1,39,39,4,I,IUD,miss,Forward
21,Send,10000,l2cache_0,ReadUnique,l2cache_0,2,dc0,3,-,0x6c0,0x6e8,-,64,33,33,-,-,-,-,-
22,Send,10000,l2cache_0,ReadNotSD,l2cache_0,2,dc2,3,-,0x41c0,0x41e8,-,64,34,34,-,-,-,-,-
23,New,10000,l2cache_1,ReadNotSD,l1cache_1,1,l2cache_1,2,l1cache_1,0x4cc0,0x4ce8,F,64,36,36,2,I,ISC,miss,Forward
24,New,10000,l2cache_1,ReadUnique,l1cache_1,1,l2cache_1,2,l1cache_1,0x400,0x418,F,64,38,38,3,I,IUD,miss,Forward
25,New,10000,l2cache_2,ReadNotSD,l1cache_2,1,l2cache_2,2,l1cache_2,0x24c0,0x24ec,F,64,37,37,2,I,ISC,miss,Forward
26,Send,10000,l1cache_1,ReadUnique,l1cache_1,1,l2cache_1,2,-,0x12c0,0x12e8,-,64,39,39,-,-,-,-,-
27,New,10000,l1cache_0,ReadNotSD,memHierarchyTester,0,l1cache_0,1,l1cache_0,0x440,0x44c,F,1,40,40,3,I,ISC,miss,Forward
28,Send,11000,l1cache_0,ReadNotSD,l1cache_0,1,l2cache_0,2,-,0x440,0x44c,-,64,40,40,-,-,-,-,-
29,New,11000,l1cache_1,ReadUnique,memHierarchyTester,0,l1cache_1,1,l1cache_1,0x32c0,0x32e8,T,1,41,41,5,I,IUD,miss,Forward
30,Send,12000,l2cache_1,ReadNotSD,l2cache_1,2,dc2,3,-,0x14c0,0x14e8,-,64,35,35,-,-,-,-,-
31,New,12000,l2cache_1,ReadUnique,l1cache_1,1,l2cache_1,2,l1cache_1,0x12c0,0x12e8,F,64,39,39,4,I,IUD,miss,Forward
32,New,12000,l2cache_0,ReadNotSD,l1cache_0,1,l2cache_0,2,l1cache_0,0x440,0x44c,F,64,40,40,3,I,ISC,miss,Forward
33,Send,12000,l1cache_1,ReadUnique,l1cache_1,1,l2cache_1,2,-,0x32c0,0x32e8,-,64,41,41,-,-,-,-,-
34,New,12000,l1cache_0,ReadNotSD,memHierarchyTester,0,l1cache_0,1,l1cache_0,0x28c0,0x28e8,F,1,42,42,4,I,ISC,miss,Forward
35,Send,13000,l1cache_0,ReadNotSD,l1cache_0,1,l2cache_0,2,-,0x28c0,0x28e8,-,64,42,42,-,-,-,-,-
36,New,13000,l1cache_2,ReadNotSD,memHierarchyTester,0,l1cache_2,1,l1cache_2,0x54c0,0x54e8,F,1,43,43,3,I,ISC,miss,Forward
37,Send,14000,l2cache_1,ReadNotSD,l2cache_1,2,dc1,3,-,0x4cc0,0x4ce8,-,64,36,36,-,-,-,-,-
38,Send,14000,l2cache_1,ReadUnique,l2cache_1,2,dc1,3,-,0x400,0x418,-,64,38,38,-,-,-,-,-
39,New,14000,l2cache_1,ReadUnique,l1cache_1,1,l2cache_1,2,l1cache_1,0x32c0,0x32e8,F,64,41,41,5,I,IUD,miss,Forward
40,Send,14000,l2cache_2,ReadNotSD,l2cache_2,2,dc0,3,-,0x24c0,0x24ec,-,64,37,37,-,-,-,-,-
41,New,14000,l2cache_0,ReadNotSD,l1cache_0,1,l2cache_0,2,l1cache_0,0x28c0,0x28e8,F,64,42,42,4,I,ISC,miss,Forward
42,Send,14000,l1cache_2,ReadNotSD,l1cache_2,1,l2cache_2,2,-,0x54c0,0x54e8,-,64,43,43,-,-,-,-,-
43,New,14000,l1cache_0,ReadUnique,memHierarchyTester,0,l1cache_0,1,l1cache_0,0x36c0,0x36e8,T,1,44,44,5,I,IUD,miss,Forward
44,Send,15000,l1cache_0,ReadUnique,l1cache_0,1,l2cache_0,2,-,0x36c0,0x36e8,-,64,44,44,-,-,-,-,-
45,New,15000,l1cache_1,ReadNotSD,memHierarchyTester,0,l1cache_1,1,l1cache_1,0x3dc0,0x3de8,F,1,45,45,6,I,ISC,miss,Forward
46,Send,16000,l2cache_1,ReadUnique,l2cache_1,2,dc0,3,-,0x12c0,0x12e8,-,64,39,39,-,-,-,-,-
47,Send,16000,l2cache_0,ReadNotSD,l2cache_0,2,dc2,3,-,0x440,0x44c,-,64,40,40,-,-,-,-,-
48,New,16000,l2cache_0,ReadUnique,l1cache_0,1,l2cache_0,2,l1cache_0,0x36c0,0x36e8,F,64,44,44,5,I,IUD,miss,Forward
49,New,16000,l2cache_2,ReadNotSD,l1cache_2,1,l2cache_2,2,l1cache_2,0x54c0,0x54e8,F,64,43,43,3,I,ISC,miss,Forward
50,New,16000,dc2,ReadUnique,l2cache_2,2,dc2,3,l1cache_2,0x3ec0,0x3eec,F,64,32,32,,,,,
51,Send,16000,l1cache_1,ReadNotSD,l1cache_1,1,l2cache_1,2,-,0x3dc0,0x3de8,-,64,45,45,-,-,-,-,-
52,New,16000,l1cache_1,ReadNotSD,memHierarchyTester,0,l1cache_1,1,l1cache_1,0x4c0,0x4ec,F,1,46,46,7,I,ISC,miss,Forward
53,Send,17000,l1cache_1,ReadNotSD,l1cache_1,1,l2cache_1,2,-,0x4c0,0x4ec,-,64,46,46,-,-,-,-,-
54,New,17000,l1cache_1,ReadNotSD,memHierarchyTester,0,l1cache_1,1,l1cache_1,0x18c0,0x18e8,F,1,47,47,8,I,ISC,miss,Forward
55,Send,18000,l2cache_1,ReadUnique,l2cache_1,2,dc2,3,-,0x32c0,0x32e8,-,64,41,41,-,-,-,-,-
56,New,18000,l2cache_1,ReadNotSD,l1cache_1,1,l2cache_1,2,l1cache_1,0x3dc0,0x3de8,F,64,45,45,6,I,ISC,miss,Forward
57,New,18000,l2cache_1,ReadNotSD,l1cache_1,1,l2cache_1,2,l1cache_1,0x4c0,0x4ec,F,64,46,46,7,I,ISC,miss,Forward
58,Send,18000,l2cache_0,ReadNotSD,l2cache_0,2,dc1,3,-,0x28c0,0x28e8,-,64,42,42,-,-,-,-,-
59,New,18000,dc2,ReadNotSD,l2cache_1,2,dc2,3,l1cache_1,0x14c0,0x14e8,F,64,35,35,,,,,
60,New,18000,dc0,ReadUnique,l2cache_0,2,dc0,3,l1cache_0,0x6c0,0x6e8,F,64,33,33,,,,,
61,Send,18000,l1cache_1,ReadNotSD,l1cache_1,1,l2cache_1,2,-,0x18c0,0x18e8,-,64,47,47,-,-,-,-,-
62,New,18000,l1cache_2,ReadUnique,memHierarchyTester,0,l1cache_2,1,l1cache_2,0x32c0,0x32ec,T,1,48,48,4,I,IUD,miss,Forward
63,Send,19000,l1cache_2,ReadUnique,l1cache_2,1,l2cache_2,2,-,0x32c0,0x32ec,-,64,48,48,-,-,-,-,-
64,New,19000,l1cache_2,ReadUnique,memHierarchyTester,0,l1cache_2,1,l1cache_2,0x5fc0,0x5fec,T,1,49,49,5,I,IUD,miss,Forward
65,New,20000,l2cache_1,ReadNotSD,l1cache_1,1,l2cache_1,2,l1cache_1,0x18c0,0x18e8,F,64,47,47,8,I,ISC,miss,Forward
66,Send,20000,l2cache_0,ReadUnique,l2cache_0,2,dc0,3,-,0x36c0,0x36e8,-,64,44,44,-,-,-,-,-
67,Send,20000,l2cache_2,ReadNotSD,l2cache_2,2,dc0,3,-,0x54c0,0x54e8,-,64,43,43,-,-,-,-,-
68,New,20000,l2cache_2,ReadUnique,l1cache_2,1,l2cache_2,2,l1cache_2,0x32c0,0x32ec,F,64,48,48,4,I,IUD,miss,Forward
69,New,20000,dc2,ReadNotSD,l2cache_0,2,dc2,3,l1cache_0,0x41c0,0x41e8,F,64,34,34,,,,,
70,New,20000,dc0,ReadNotSD,l2cache_2,2,dc0,3,l1cache_2,0x24c0,0x24ec,F,64,37,37,,,,,
71,Send,20000,l1cache_2,ReadUnique,l1cache_2,1,l2cache_2,2,-,0x5fc0,0x5fec,-,64,49,49,-,-,-,-,-
72,New,20000,l1cache_2,ReadNotSD,memHierarchyTester,0,l1cache_2,1,l1cache_2,0x2ac0,0x2ae8,F,1,50,50,6,I,ISC,miss,Forward
73,Send,21000,l1cache_2,ReadNotSD,l1cache_2,1,l2cache_2,2,-,0x2ac0,0x2ae8,-,64,50,50,-,-,-,-,-
74,New,21000,l1cache_0,ReadNotSD,memHierarchyTester,0,l1cache_0,1,l1cache_0,0x2ec0,0x2eec,F,1,51,51,6,I,ISC,miss,Forward
75,Send,22000,l2cache_1,ReadNotSD,l2cache_1,2,dc1,3,-,0x3dc0,0x3de8,-,64,45,45,-,-,-,-,-
76,Send,22000,l2cache_1,ReadNotSD,l2cache_1,2,dc1,3,-,0x4c0,0x4ec,-,64,46,46,-,-,-,-,-
77,New,22000,l2cache_2,ReadUnique,l1cache_2,1,l2cache_2,2,l1cache_2,0x5fc0,0x5fec,F,64,49,49,5,I,IUD,miss,Forward
78,New,22000,l2cache_2,ReadNotSD,l1cache_2,1,l2cache_2,2,l1cache_2,0x2ac0,0x2ae8,F,64,50,50,6,I,ISC,miss,Forward
79,New,22000,dc2,ReadNotSD,l2cache_0,2,dc2,3,l1cache_0,0x440,0x44c,F,64,40,40,,,,,
80,New,22000,dc1,ReadNotSD,l2cache_1,2,dc1,3,l1cache_1,0x4cc0,0x4ce8,F,64,36,36,,,,,
81,Send,22000,l1cache_0,ReadNotSD,l1cache_0,1,l2cache_0,2,-,0x2ec0,0x2eec,-,64,51,51,-,-,-,-,-
82,New,22000,l1cache_2,ReadNotSD,memHierarchyTester,0,l1cache_2,1,l1cache_2,0x46c0,0x46ec,F,1,52,52,7,I,ISC,miss,Forward
83,Send,23000,l1cache_2,ReadNotSD,l1cache_2,1,l2cache_2,2,-,0x46c0,0x46ec,-,64,52,52,-,-,-,-,-
84,New,23000,l1cache_0,ReadUnique,memHierarchyTester,0,l1cache_0,1,l1cache_0,0x4ec0,0x4ee8,T,1,53,53,7,I,IUD,miss,Forward
85,Send,24000,l2cache_1,ReadNotSD,l2cache_1,2,dc0,3,-,0x18c0,0x18e8,-,64,47,47,-,-,-,-,-
86,Send,24000,l2cache_2,ReadUnique,l2cache_2,2,dc2,3,-,0x32c0,0x32ec,-,64,48,48,-,-,-,-,-
87,New,24000,l2cache_2,ReadNotSD,l1cache_2,1,l2cache_2,2,l1cache_2,0x46c0,0x46ec,F,64,52,52,7,I,ISC,miss,Forward
88,New,24000,dc1,ReadUnique,l2cache_1,2,dc1,3,l1cache_1,0x400,0x418,F,64,38,38,,,,,
89,New,24000,l2cache_0,ReadNotSD,l1cache_0,1,l2cache_0,2,l1cache_0,0x2ec0,0x2eec,F,64,51,51,6,I,ISC,miss,Forward
90,Send,24000,l1cache_0,ReadUnique,l1cache_0,1,l2cache_0,2,-,0x4ec0,0x4ee8,-,64,53,53,-,-,-,-,-
91,New,24000,l1cache_2,ReadNotSD,memHierarchyTester,0,l1cache_2,1,l1cache_2,0x52c0,0x52e8,F,1,54,54,8,I,ISC,miss,Forward
92,Send,25000,l1cache_2,ReadNotSD,l1cache_2,1,l2cache_2,2,-,0x52c0,0x52e8,-,64,54,54,-,-,-,-,-
93,Send,26000,l2cache_2,ReadUnique,l2cache_2,2,dc2,3,-,0x5fc0,0x5fec,-,64,49,49,-,-,-,-,-
94,Send,26000,l2cache_2,ReadNotSD,l2cache_2,2,dc0,3,-,0x2ac0,0x2ae8,-,64,50,50,-,-,-,-,-
95,New,26000,l2cache_2,ReadNotSD,l1cache_2,1,l2cache_2,2,l1cache_2,0x52c0,0x52e8,F,64,54,54,8,I,ISC,miss,Forward
96,New,26000,dc1,ReadNotSD,l2cache_0,2,dc1,3,l1cache_0,0x28c0,0x28e8,F,64,42,42,,,,,
97,New,26000,l2cache_0,ReadUnique,l1cache_0,1,l2cache_0,2,l1cache_0,0x4ec0,0x4ee8,F,64,53,53,7,I,IUD,miss,Forward
98,New,26000,dc0,ReadUnique,l2cache_1,2,dc0,3,l1cache_1,0x12c0,0x12e8,F,64,39,39,,,,,
99,New,26000,l1cache_1,ReadUnique,memHierarchyTester,0,l1cache_1,1,l1cache_1,0x3c0,0x3f0,T,1,55,55,9,I,IUD,miss,Forward
100,Send,27000,l1cache_1,ReadUnique,l1cache_1,1,l2cache_1,2,-,0x3c0,0x3f0,-,64,55,55,-,-,-,-,-
101,New,27000,l1cache_0,ReadUnique,memHierarchyTester,0,l1cache_0,1,l1cache_0,0x43c0,0x43e8,T,1,56,56,8,I,IUD,miss,Forward
102,Send,28000,l2cache_2,ReadNotSD,l2cache_2,2,dc1,3,-,0x46c0,0x46ec,-,64,52,52,-,-,-,-,-
103,New,28000,dc1,ReadNotSD,l2cache_1,2,dc1,3,l1cache_1,0x3dc0,0x3de8,F,64,45,45,,,,,
104,Send,28000,l2cache_0,ReadNotSD,l2cache_0,2,dc1,3,-,0x2ec0,0x2eec,-,64,51,51,-,-,-,-,-
105,New,28000,dc0,ReadNotSD,l2cache_2,2,dc0,3,l1cache_2,0x54c0,0x54e8,F,64,43,43,,,,,
106,New,28000,dc2,ReadUnique,l2cache_1,2,dc2,3,l1cache_1,0x32c0,0x32e8,F,64,41,41,,,,,
107,New,28000,l2cache_1,ReadUnique,l1cache_1,1,l2cache_1,2,l1cache_1,0x3c0,0x3f0,F,64,55,55,9,I,IUD,miss,Forward
108,Send,28000,l1cache_0,ReadUnique,l1cache_0,1,l2cache_0,2,-,0x43c0,0x43e8,-,64,56,56,-,-,-,-,-
109,New,28000,l1cache_0,ReadUnique,memHierarchyTester,0,l1cache_0,1,l1cache_0,0x5dc0,0x5de8,T,1,57,57,9,I,IUD,miss,Forward
110,Send,29000,l1cache_0,ReadUnique,l1cache_0,1,l2cache_0,2,-,0x5dc0,0x5de8,-,64,57,57,-,-,-,-,-
111,New,29000,l1cache_1,ReadUnique,memHierarchyTester,0,l1cache_1,1,l1cache_1,0x22c0,0x22e8,T,1,58,58,10,I,IUD,miss,Forward
112,Send,30000,l2cache_2,ReadNotSD,l2cache_2,2,dc1,3,-,0x52c0,0x52e8,-,64,54,54,-,-,-,-,-
113,New,30000,dc1,ReadNotSD,l2cache_1,2,dc1,3,l1cache_1,0x4c0,0x4ec,F,64,46,46,,,,,
114,Send,30000,l2cache_0,ReadUnique,l2cache_0,2,dc0,3,-,0x4ec0,0x4ee8,-,64,53,53,-,-,-,-,-
115,New,30000,l2cache_0,ReadUnique,l1cache_0,1,l2cache_0,2,l1cache_0,0x43c0,0x43e8,F,64,56,56,8,I,IUD,miss,Forward
116,New,30000,l2cache_0,ReadUnique,l1cache_0,1,l2cache_0,2,l1cache_0,0x5dc0,0x5de8,F,64,57,57,,,,,
117,New,30000,dc0,ReadUnique,l2cache_0,2,dc0,3,l1cache_0,0x36c0,0x36e8,F,64,44,44,,,,,
118,New,30000,dc2,ReadUnique,l2cache_2,2,dc2,3,l1cache_2,0x32c0,0x32ec,F,64,48,48,,,,,
119,Send,30000,l1cache_1,ReadUnique,l1cache_1,1,l2cache_1,2,-,0x22c0,0x22e8,-,64,58,58,-,-,-,-,-
120,New,30000,l1cache_0,ReadUnique,memHierarchyTester,0,l1cache_0,1,l1cache_0,0x35c0,0x35ec,T,1,59,59,10,I,IUD,miss,Forward
121,Send,31000,l1cache_0,ReadUnique,l1cache_0,1,l2cache_0,2,-,0x35c0,0x35ec,-,64,59,59,-,-,-,-,-
122,New,31000,l1cache_0,ReadUnique,memHierarchyTester,0,l1cache_0,1,l1cache_0,0x63c0,0x63ec,T,1,60,60,11,I,IUD,miss,Forward
123,New,32000,dc1,ReadNotSD,l2cache_0,2,dc1,3,l1cache_0,0x2ec0,0x2eec,F,64,51,51,,,,,
124,New,32000,l2cache_0,ReadUnique,l1cache_0,1,l2cache_0,2,l1cache_0,0x5dc0,0x5de8,F,64,57,57,9,I,IUD,miss,Forward
125,New,32000,l2cache_0,ReadUnique,l1cache_0,1,l2cache_0,2,l1cache_0,0x35c0,0x35ec,F,64,59,59,,,,,
126,New,32000,dc0,ReadNotSD,l2cache_1,2,dc0,3,l1cache_1,0x18c0,0x18e8,F,64,47,47,,,,,
127,Send,32000,l2cache_1,ReadUnique,l2cache_1,2,dc0,3,-,0x3c0,0x3f0,-,64,55,55,-,-,-,-,-
128,New,32000,l2cache_1,ReadUnique,l1cache_1,1,l2cache_1,2,l1cache_1,0x22c0,0x22e8,F,64,58,58,10,I,IUD,miss,Forward
129,New,32000,dc2,ReadUnique,l2cache_2,2,dc2,3,l1cache_2,0x5fc0,0x5fec,F,64,49,49,,,,,
130,Send,32000,l1cache_0,ReadUnique,l1cache_0,1,l2cache_0,2,-,0x63c0,0x63ec,-,64,60,60,-,-,-,-,-
131,New,32000,l1cache_2,ReadNotSD,memHierarchyTester,0,l1cache_2,1,l1cache_2,0x440,0x444,F,1,61,61,9,I,ISC,miss,Forward
132,Send,33000,l1cache_2,ReadNotSD,l1cache_2,1,l2cache_2,2,-,0x440,0x444,-,64,61,61,-,-,-,-,-
133,New,33000,l1cache_0,ReadUnique,memHierarchyTester,0,l1cache_0,1,l1cache_0,0x59c0,0x59e8,T,1,62,62,12,I,IUD,miss,Forward
134,Send,34000,l2cache_0,ReadUnique,l2cache_0,2,dc1,3,-,0x43c0,0x43e8,-,64,56,56,-,-,-,-,-
135,New,34000,l2cache_0,ReadUnique,l1cache_0,1,l2cache_0,2,l1cache_0,0x35c0,0x35ec,F,64,59,59,10,I,IUD,miss,Forward
136,New,34000,l2cache_0,ReadUnique,l1cache_0,1,l2cache_0,2,l1cache_0,0x63c0,0x63ec,F,64,60,60,,,,,
137,New,34000,dc0,ReadNotSD,l2cache_2,2,dc0,3,l1cache_2,0x2ac0,0x2ae8,F,64,50,50,,,,,
138,New,34000,l2cache_2,ReadNotSD,l1cache_2,1,l2cache_2,2,l1cache_2,0x440,0x444,F,64,61,61,9,I,ISC,miss,Forward
139,Send,34000,l1cache_0,ReadUnique,l1cache_0,1,l2cache_0,2,-,0x59c0,0x59e8,-,64,62,62,-,-,-,-,-
140,New,34000,l1cache_2,ReadUnique,memHierarchyTester,0,l1cache_2,1,l1cache_2,0x42c0,0x42e8,T,1,63,63,10,I,IUD,miss,Forward
141,Send,35000,l1cache_2,ReadUnique,l1cache_2,1,l2cache_2,2,-,0x42c0,0x42e8,-,64,63,63,-,-,-,-,-
142,New,35000,l1cache_2,ReadUnique,memHierarchyTester,0,l1cache_2,1,l1cache_2,0x1bc0,0x1bec,T,1,64,64,11,I,IUD,miss,Forward
143,Send,36000,l2cache_0,ReadUnique,l2cache_0,2,dc0,3,-,0x5dc0,0x5de8,-,64,57,57,-,-,-,-,-
144,New,36000,l2cache_0,ReadUnique,l1cache_0,1,l2cache_0,2,l1cache_0,0x63c0,0x63ec,F,64,60,60,11,I,IUD,miss,Forward
145,New,36000,l2cache_0,ReadUnique,l1cache_0,1,l2cache_0,2,l1cache_0,0x59c0,0x59e8,F,64,62,62,,,,,
146,New,36000,dc0,ReadUnique,l2cache_1,2,dc0,3,l1cache_1,0x3c0,0x3f0,F,64,55,55,,,,,
147,Send,36000,l2cache_1,ReadUnique,l2cache_1,2,dc1,3,-,0x22c0,0x22e8,-,64,58,58,-,-,-,-,-
148,New,36000,l2cache_2,ReadUnique,l1cache_2,1,l2cache_2,2,l1cache_2,0x42c0,0x42e8,F,64,63,63,10,I,IUD,miss,Forward
149,Send,36000,l1cache_2,ReadUnique,l1cache_2,1,l2cache_2,2,-,0x1bc0,0x1bec,-,64,64,64,-,-,-,-,-
150,New,36000,l1cache_1,ReadNotSD,memHierarchyTester,0,l1cache_1,1,l1cache_1,0x4ec0,0x4eec,F,1,65,65,11,I,ISC,miss,Forward
151,New,36125,memory0,,dc1,3,memory0,4,l1cache_1,0x400,0x418,,64,38,38,-,-,-,-,Req Recv
152,Send,37000,l1cache_1,ReadNotSD,l1cache_1,1,l2cache_1,2,-,0x4ec0,0x4eec,-,64,65,65,-,-,-,-,-
153,New,37000,l1cache_1,ReadUnique,memHierarchyTester,0,l1cache_1,1,l1cache_1,0x1fc0,0x1fe8,T,1,66,66,12,I,IUD,miss,Forward
154,Send,38000,l2cache_0,ReadUnique,l2cache_0,2,dc2,3,-,0x35c0,0x35ec,-,64,59,59,-,-,-,-,-
155,New,38000,l2cache_0,ReadUnique,l1cache_0,1,l2cache_0,2,l1cache_0,0x59c0,0x59e8,F,64,62,62,12,I,IUD,miss,Forward
156,New,38000,dc0,ReadUnique,l2cache_0,2,dc0,3,l1cache_0,0x4ec0,0x4ee8,F,64,53,53,,,,,
157,Send,38000,l2cache_2,ReadNotSD,l2cache_2,2,dc2,3,-,0x440,0x444,-,64,61,61,-,-,-,-,-
158,New,38000,l2cache_2,ReadUnique,l1cache_2,1,l2cache_2,2,l1cache_2,0x1bc0,0x1bec,F,64,64,64,11,I,IUD,miss,Forward
159,New,38000,dc1,ReadNotSD,l2cache_2,2,dc1,3,l1cache_2,0x46c0,0x46ec,F,64,52,52,,,,,
160,New,38000,l2cache_1,ReadNotSD,l1cache_1,1,l2cache_1,2,l1cache_1,0x4ec0,0x4eec,F,64,65,65,11,I,ISC,miss,Forward
161,Send,38000,l1cache_1,ReadUnique,l1cache_1,1,l2cache_1,2,-,0x1fc0,0x1fe8,-,64,66,66,-,-,-,-,-
162,New,38000,l1cache_1,ReadUnique,memHierarchyTester,0,l1cache_1,1,l1cache_1,0x45c0,0x45e8,T,1,67,67,13,I,IUD,miss,Forward
163,Send,39000,l1cache_1,ReadUnique,l1cache_1,1,l2cache_1,2,-,0x45c0,0x45e8,-,64,67,67,-,-,-,-,-
164,New,39000,l1cache_2,ReadUnique,memHierarchyTester,0,l1cache_2,1,l1cache_2,0x37c0,0x37e8,T,1,68,68,12,I,IUD,miss,Forward
165,Send,40000,l2cache_0,ReadUnique,l2cache_0,2,dc0,3,-,0x63c0,0x63ec,-,64,60,60,-,-,-,-,-
166,Send,40000,l2cache_2,ReadUnique,l2cache_2,2,dc0,3,-,0x42c0,0x42e8,-,64,63,63,-,-,-,-,-
167,New,40000,dc1,ReadNotSD,l2cache_2,2,dc1,3,l1cache_2,0x52c0,0x52e8,F,64,54,54,,,,,
168,New,40000,l2cache_1,ReadUnique,l1cache_1,1,l2cache_1,2,l1cache_1,0x1fc0,0x1fe8,F,64,66,66,12,I,IUD,miss,Forward
169,New,40000,l2cache_1,ReadUnique,l1cache_1,1,l2cache_1,2,l1cache_1,0x45c0,0x45e8,F,64,67,67,,,,,
170,Send,40000,l1cache_2,ReadUnique,l1cache_2,1,l2cache_2,2,-,0x37c0,0x37e8,-,64,68,68,-,-,-,-,-
171,New,40000,l1cache_0,ReadUnique,memHierarchyTester,0,l1cache_0,1,l1cache_0,0x42c0,0x42ec,T,1,69,69,13,I,IUD,miss,Forward
172,Send,41000,l1cache_0,ReadUnique,l1cache_0,1,l2cache_0,2,-,0x42c0,0x42ec,-,64,69,69,-,-,-,-,-
173,New,41000,l1cache_0,ReadUnique,memHierarchyTester,0,l1cache_0,1,l1cache_0,0x11c0,0x11ec,T,1,70,70,14,I,IUD,miss,Forward
174,Send,42000,l2cache_0,ReadUnique,l2cache_0,2,dc2,3,-,0x59c0,0x59e8,-,64,62,62,-,-,-,-,-
175,New,42000,l2cache_0,ReadUnique,l1cache_0,1,l2cache_0,2,l1cache_0,0x42c0,0x42ec,F,64,69,69,13,I,IUD,miss,Forward
176,Send,42000,l2cache_2,ReadUnique,l2cache_2,2,dc0,3,-,0x1bc0,0x1bec,-,64,64,64,-,-,-,-,-
177,New,42000,l2cache_2,ReadUnique,l1cache_2,1,l2cache_2,2,l1cache_2,0x37c0,0x37e8,F,64,68,68,12,I,IUD,miss,Forward
178,New,42000,dc1,ReadUnique,l2cache_1,2,dc1,3,l1cache_1,0x22c0,0x22e8,F,64,58,58,,,,,
179,Send,42000,l2cache_1,ReadNotSD,l2cache_1,2,dc0,3,-,0x4ec0,0x4eec,-,64,65,65,-,-,-,-,-
180,New,42000,l2cache_1,ReadUnique,l1cache_1,1,l2cache_1,2,l1cache_1,0x45c0,0x45e8,F,64,67,67,13,I,IUD,miss,Forward
181,Send,42000,l1cache_0,ReadUnique,l1cache_0,1,l2cache_0,2,-,0x11c0,0x11ec,-,64,70,70,-,-,-,-,-
182,New,42000,l1cache_1,ReadNotSD,memHierarchyTester,0,l1cache_1,1,l1cache_1,0x2bc0,0x2bec,F,1,71,71,14,I,ISC,miss,Forward
183,Send,43000,l1cache_1,ReadNotSD,l1cache_1,1,l2cache_1,2,-,0x2bc0,0x2bec,-,64,71,71,-,-,-,-,-
